volt1,volt2,amp1,amp2,FQtyL,FQtyR,E1 FFlow,E1 OilT,E1 OilP,E1 RPM,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,OAT,IAS,VSpd,NormAc,AltMSL,timestep,cluster,Master Index,date_diff,flight_length,number_flights_before
28.3,28.3,0.3,0,15.19,23.17,9.85,140.93,74.72,2603.8,282.73,284.91,295.92,296.46,1459.67,1490.34,1498.19,1453.48,-5.5,120.05,-16.15,0,3808.8,7474,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15.19,23.17,9.92,140.93,74.71,2610.2,282.73,284.91,295.93,296.46,1458.49,1489.16,1499.62,1452.73,-5.5,120.04,-30.65,0,3808.4,7475,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15.24,23.17,9.88,140.92,74.38,2606.7,282.73,284.91,295.93,296.47,1457.38,1489.43,1500.69,1452.2,-5.5,120.25,-18.49,0,3808,7476,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15.19,23.17,9.94,140.92,74.63,2605,282.73,284.91,295.93,296.47,1457.82,1489.38,1500.93,1451.82,-5.5,120.26,-25.76,0.02,3807.5,7477,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15.19,23.17,9.92,140.91,74.44,2608.4,282.73,284.91,295.96,296.47,1457.16,1490.63,1499.21,1452.4,-5.5,120.19,-31.6,0.01,3808.6,7478,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,15.19,23.21,9.91,140.9,74.43,2607.8,282.73,284.93,295.95,296.47,1457.78,1491.43,1498.35,1452.28,-5.5,120.31,-6.04,0.01,3809.2,7479,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15.15,23.21,9.83,140.9,74.07,2604.6,282.73,284.97,295.96,296.47,1457.32,1493.32,1499.35,1452.89,-5.5,120.25,8.01,0,3809.8,7480,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15.15,23.21,9.95,140.9,74.4,2603.7,282.86,285.11,296.07,296.59,1456.28,1493.7,1499.55,1452.07,-5.5,120.31,27.64,-0.01,3810.3,7481,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15.15,23.21,9.88,140.9,75.13,2603.7,282.91,285.14,296.18,296.61,1457.01,1494.13,1501.12,1451.73,-5.5,120.38,45.3,-0.01,3810.4,7482,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15.15,23.21,9.85,140.9,75.02,2603.1,282.75,285.03,296.08,296.49,1457.28,1493.98,1503.3,1451.43,-5.5,120.39,40.28,-0.02,3810.3,7483,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,15.15,23.21,9.87,140.92,74.87,2609.8,282.78,285.02,296.06,296.48,1457.41,1494.39,1504.33,1449.88,-5.5,120.55,27.8,-0.01,3808.8,7484,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15.15,23.21,9.93,140.94,74.32,2604.7,282.82,285.03,296.06,296.47,1455.35,1493.19,1504.32,1448.4,-5.5,120.73,-3.49,-0.02,3807.7,7485,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15.19,23.17,9.84,140.95,74.55,2612.3,282.79,285.04,296.06,296.51,1455.19,1492.35,1502.89,1449.25,-5.5,120.87,-35.55,-0.01,3806.1,7486,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15.19,23.17,9.95,140.96,74.7,2612.5,282.83,285.04,296.06,296.49,1453.98,1492.7,1502.02,1449.44,-5.5,121,-61.91,-0.01,3804.1,7487,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,15.19,23.17,9.91,140.96,74.67,2604.5,282.99,285.16,296.21,296.7,1454.76,1493.12,1501.65,1449.53,-5.5,121.22,-87,0,3801.9,7488,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15.15,23.21,9.89,140.97,74.78,2614,283,285.18,296.22,296.74,1455.36,1493.07,1502.3,1449.37,-5.5,121.37,-111.56,0.01,3799,7489,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,15.15,23.21,9.95,140.97,74.63,2613.8,283.01,285.18,296.22,296.74,1454.92,1493.57,1502.29,1450.31,-5.5,121.56,-127.07,0.01,3797.8,7490,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15.15,23.21,9.93,140.97,74.81,2617.4,283.01,285.18,296.25,296.74,1454.44,1493.79,1501.92,1453.42,-5.5,121.73,-127.97,0.01,3796,7491,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15.15,23.17,9.97,140.97,74.37,2617.4,283.01,285.18,296.25,296.74,1454.45,1493.04,1500.25,1454.36,-5.5,121.87,-114.54,0,3794.6,7492,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,15.15,23.17,9.87,140.97,74.48,2616.2,282.89,285.06,296.14,296.62,1455.61,1492.28,1499.6,1453.88,-5.5,121.9,-108.47,0,3793.5,7493,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15.15,23.17,9.98,140.97,74.7,2615.8,282.87,285.06,296.19,296.63,1457.24,1490.73,1500.36,1453.28,-5.5,121.92,-90.75,0.01,3792.4,7494,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,15.15,23.17,9.93,140.97,74.24,2621.2,282.99,285.18,296.31,296.73,1457.37,1491.39,1500.63,1452.8,-5.5,122.02,-79.08,0.01,3792,7495,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15.15,23.17,10.01,140.97,74.45,2620.3,283.01,285.22,296.33,296.78,1458.77,1491.99,1499.64,1452.86,-5.5,122.06,-66.57,0.01,3790.3,7496,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,15.15,23.17,9.97,140.97,75.03,2621,283.01,285.2,296.34,296.77,1458.75,1491.95,1499.75,1453.35,-5.5,122.13,-50.27,0.01,3789.9,7497,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15.19,23.17,9.91,140.96,74.86,2624.5,283.03,285.24,296.34,296.79,1458.84,1492.11,1499.91,1453.64,-5.5,122.05,-48.08,0.01,3789.7,7498,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,15.15,23.13,9.84,140.95,74.24,2617.1,283.01,285.21,296.34,296.84,1458.45,1491.91,1501.85,1453,-5.5,122.08,-25.77,0.01,3789.9,7499,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15.19,23.13,9.95,140.94,75.1,2619.5,283.05,285.26,296.34,296.85,1455.91,1492.45,1502.58,1453.89,-5.5,121.98,-16.29,0.01,3790.8,7500,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15.19,23.13,9.95,140.93,74.39,2617.4,283.08,285.26,296.34,296.87,1455.8,1491.9,1503.23,1453.74,-5.5,121.8,-12.21,-0.01,3791,7501,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,15.19,23.13,9.94,140.93,74.95,2620,283.08,285.3,296.34,296.88,1455.51,1492.51,1504.39,1453.68,-5.5,121.67,-0.88,0,3792.4,7502,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,15.19,23.13,10.02,140.93,74.63,2618.7,283.12,285.3,296.36,296.88,1455.59,1492.42,1503.81,1452.99,-5.5,121.58,11.37,0,3793,7503,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,15.19,23.17,10.04,140.93,74.65,2614.8,283.14,285.3,296.34,296.88,1455.34,1491.23,1503.4,1453.75,-5.5,121.47,15.82,0,3793.5,7504,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15.15,23.17,10.04,140.93,74.78,2616.3,283.11,285.31,296.34,296.88,1453.62,1491.82,1502.9,1455.04,-5.5,121.38,16.47,0,3794,7505,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15.15,23.17,10.04,140.92,74.54,2619.3,283.09,285.32,296.34,296.88,1453.41,1492.45,1502.79,1455.97,-5.5,121.33,16.02,-0.01,3794.3,7506,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,15.1,23.17,10,140.92,74.84,2620.4,283.13,285.27,296.34,296.88,1454.33,1491.81,1502.43,1453.7,-5.5,121.15,2.54,-0.01,3794.9,7507,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,15.1,23.21,9.95,140.92,74.5,2618,283.14,285.31,296.4,296.88,1455.61,1490.83,1502.44,1453.48,-5.5,121.12,1.53,-0.01,3794.1,7508,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15.05,23.21,9.95,140.92,74.58,2615.3,283.14,285.31,296.37,296.88,1457.02,1489.57,1502.06,1455.49,-5.5,121.16,15.03,0,3794.1,7509,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15.05,23.21,10.03,140.92,74.59,2619.9,283.14,285.32,296.36,296.88,1457.42,1489.3,1502,1455.97,-5.5,121.08,2.14,0,3793.8,7510,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15,23.17,10.01,140.92,74.86,2612.8,283.14,285.32,296.34,296.88,1457.45,1489.36,1502.25,1456.21,-5.5,121.18,8.03,-0.01,3793.4,7511,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15.05,23.21,9.9,140.91,74.65,2616.9,283.14,285.34,296.36,296.89,1457.81,1489.32,1502.65,1455.39,-5.5,121.24,5.47,-0.01,3793.1,7512,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,15,23.26,10,140.91,74.57,2618,283.14,285.32,296.4,296.89,1457.37,1489.24,1502.6,1455.06,-5.5,121.24,-12.78,-0.01,3792.4,7513,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,15,23.26,9.93,140.9,74.91,2615.4,283.14,285.32,296.34,296.88,1455.46,1488.37,1502.24,1455.62,-5.5,121.31,-16.02,0,3792.4,7514,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,14.95,23.26,9.99,140.9,75.21,2620.1,283.14,285.32,296.34,296.89,1452.46,1487.7,1502.52,1455.56,-5.5,121.37,-30.65,0.01,3791.8,7515,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,14.95,23.26,10.05,140.9,74.9,2620.6,283.14,285.4,296.38,296.91,1452.34,1486.81,1502.43,1454.79,-5.5,121.42,-45.42,0.02,3791.3,7516,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,14.93,23.26,9.97,140.91,74.6,2616.2,283.14,285.4,296.34,296.89,1453.15,1487.08,1501.71,1453.96,-5.5,121.53,-32.27,0,3791.2,7517,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,14.93,23.26,9.88,140.92,74.6,2618.4,283.14,285.43,296.36,296.95,1454.6,1486.66,1502.28,1454.04,-5.5,121.52,-16.85,0,3791,7518,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,14.93,23.32,9.98,140.91,74.99,2620.1,283.14,285.44,296.37,296.94,1454.57,1486.54,1502.57,1454.91,-5.5,121.55,-11.23,0,3791.2,7519,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,14.93,23.32,9.95,140.9,74.83,2615,283.14,285.45,296.34,296.93,1455.38,1488.45,1502.83,1455.05,-5.5,121.58,0.11,0,3790.6,7520,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,14.88,23.32,10.03,140.9,74.57,2613,283.14,285.45,296.34,296.95,1455.32,1489.57,1502.38,1455.51,-5.5,121.59,8.69,-0.01,3790.3,7521,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,14.88,23.32,9.88,140.89,74.86,2619,283.14,285.45,296.35,296.96,1455.42,1491.8,1502.52,1455.82,-5.5,121.66,13.84,0,3790,7522,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,14.88,23.32,9.95,140.89,74.95,2620.7,283.14,285.45,296.34,296.93,1452.79,1491.41,1501.92,1456.75,-5.5,121.65,0.66,0,3789.6,7523,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,14.88,23.32,10.03,140.89,74.41,2618.9,283.14,285.45,296.34,296.89,1452.25,1491.66,1501.44,1456.65,-5.5,121.66,-14.2,-0.01,3789.2,7524,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,14.93,23.32,9.99,140.88,75.11,2612.6,283.16,285.45,296.34,296.93,1453.97,1491.71,1502.68,1456.77,-5.5,121.74,-13.13,-0.01,3788.4,7525,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,14.93,23.32,9.97,140.88,74.83,2615,283.14,285.45,296.34,296.92,1455.43,1492.33,1504.86,1455.72,-5.5,121.74,-28.93,-0.01,3788.1,7526,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,14.93,23.32,9.91,140.88,74.64,2618.2,283.14,285.45,296.34,296.92,1456.08,1493.22,1505.84,1455.48,-5.5,121.8,-31.89,0,3787.3,7527,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,14.93,23.32,9.95,140.89,74.86,2623.4,283.16,285.45,296.34,296.96,1455.28,1492.4,1506.14,1454.04,-5.5,121.99,-32,0,3786.3,7528,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,14.93,23.32,9.95,140.9,74.76,2620.5,283.14,285.45,296.34,296.95,1455.02,1493.2,1504.36,1453.12,-5.5,122.02,-41.05,0.01,3785.1,7529,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,14.93,23.32,9.95,140.91,75.05,2617.2,283.16,285.45,296.34,296.92,1453.62,1493.55,1502.84,1451.79,-5.5,122.09,-61.84,0,3783.8,7530,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,14.93,23.32,9.97,140.91,74.93,2616.4,283.14,285.45,296.34,296.91,1454.21,1494.57,1501.99,1450.87,-5.5,122.2,-63.93,0,3782.6,7531,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,14.93,23.32,9.97,140.92,74.52,2614.7,283.18,285.45,296.34,296.94,1454.98,1494.43,1502.07,1450.97,-5.5,122.26,-64,0,3781.2,7532,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,14.93,23.32,9.94,140.92,74.72,2617.5,283.16,285.45,296.34,296.96,1455.36,1493.37,1502.52,1450.5,-5.5,122.28,-64,0.01,3780.2,7533,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,14.95,23.32,9.9,140.92,74.27,2617.3,283.17,285.45,296.34,296.91,1457.76,1494.18,1502.46,1450.92,-5.5,122.28,-73.26,0.02,3779.4,7534,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,14.95,23.26,9.95,140.92,74.6,2619.1,283.19,285.45,296.34,296.92,1456.7,1495.22,1501.69,1452.18,-5.5,122.32,-64.76,0.02,3779,7535,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,14.95,23.26,9.99,140.93,74.87,2618.8,283.21,285.43,296.34,296.9,1456.08,1495.41,1501.34,1452.06,-5.5,122.22,-52.63,0.01,3779.4,7536,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,15,23.26,9.96,140.93,74.82,2614.1,283.23,285.4,296.34,296.91,1455.32,1493.87,1502.27,1451.96,-5.5,122.11,-29.92,0.01,3780,7537,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,14.95,23.26,9.95,140.93,74.42,2614.4,283.2,285.33,296.32,296.91,1454.48,1493.94,1503.53,1452.27,-5.5,121.98,7.84,0.01,3781.6,7538,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15,23.26,10.04,140.93,75.02,2622.1,283.24,285.37,296.3,296.91,1455.1,1494.36,1503.46,1452.98,-5.5,121.78,24.4,0,3783.2,7539,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,15,23.21,9.93,140.94,74.54,2618.4,283.24,285.32,296.3,296.92,1456.97,1494.35,1501.27,1453.3,-5.5,121.7,64.75,0,3784.8,7540,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,15,23.21,10.06,140.95,75.25,2616.4,283.25,285.32,296.28,296.91,1458.53,1494.28,1501.12,1454.83,-5.5,121.47,79.27,-0.01,3786.6,7541,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15,23.21,9.88,140.95,75.12,2609.4,283.24,285.32,296.27,296.89,1458.78,1494.19,1500.88,1455.89,-5.5,121.33,93.58,-0.01,3788,7542,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,15,23.21,9.84,140.95,75.05,2610.4,283.27,285.32,296.25,296.89,1457.45,1496.07,1501.04,1456.78,-5.5,121.14,96.73,0,3789.3,7543,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,14.95,23.17,9.97,140.95,74.89,2614.3,283.28,285.32,296.21,296.88,1456.15,1496.89,1500.19,1456.28,-5.5,121.02,81.27,-0.01,3790,7544,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,14.95,23.17,9.99,140.94,74.69,2607.5,283.28,285.32,296.2,296.89,1457.53,1495.5,1500.93,1455.69,-5.5,120.97,65.21,-0.01,3791.1,7545,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,14.95,23.21,9.9,140.94,74.61,2611.3,283.28,285.32,296.2,296.88,1457.1,1495.16,1502.22,1455.82,-5.5,120.9,64.04,-0.01,3791.9,7546,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,14.95,23.21,9.92,140.94,75.13,2623.8,283.16,285.18,296.08,296.76,1457.57,1493.64,1501.24,1457.55,-5.5,120.9,64,-0.01,3792.8,7547,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,14.95,23.17,9.92,140.94,74.86,2608.1,283.27,285.3,296.19,296.87,1459.21,1492.54,1501.38,1459.4,-5.5,120.82,54.08,-0.01,3793.4,7548,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,14.95,23.21,9.84,140.95,74.43,2610.4,283.28,285.3,296.2,296.88,1459.27,1492.48,1500.47,1459.34,-5.5,120.81,35.69,0,3793.3,7549,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,14.95,23.21,9.94,140.95,75.27,2614.1,283.27,285.3,296.2,296.88,1457.15,1491.42,1499.46,1456.9,-5.5,120.87,19.09,0,3793.4,7550,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,14.95,23.17,9.97,140.96,74.85,2608.7,283.25,285.3,296.2,296.88,1455.35,1491.41,1500.27,1455.75,-5.5,120.85,-7.27,0,3793.2,7551,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,14.95,23.17,10.02,140.97,75.25,2609.2,283.27,285.26,296.2,296.86,1455.53,1492.55,1499.71,1455.34,-5.5,120.94,-14.55,-0.02,3793,7552,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,14.95,23.13,9.92,140.98,74.77,2608.4,283.28,285.25,296.2,296.88,1455.79,1493.59,1500.19,1455.93,-5.5,120.99,-0.87,-0.02,3792.4,7553,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15,23.13,9.98,140.99,74.64,2612.8,283.23,285.24,296.2,296.87,1456.06,1493.79,1499.87,1455.87,-5.5,121.19,-0.16,-0.01,3791,7554,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15,23.13,9.88,141.01,74.82,2619.8,283.14,285.11,296.06,296.76,1456.23,1492.66,1498.03,1455.74,-5.5,121.35,-38.03,0,3789.6,7555,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,14.95,23.13,10.03,141.02,74.79,2613.4,283.26,285.22,296.16,296.78,1455.35,1491.74,1497.66,1454.68,-5.5,121.42,-73.43,0.01,3787.4,7556,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,14.95,23.13,9.98,141.03,74.36,2616.1,283.14,285.08,296.02,296.7,1454.81,1492.01,1497.66,1454.33,-5.5,121.6,-79.76,0,3785.8,7557,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,14.95,23.13,9.95,141.04,74.97,2618.7,283.2,285.19,296.18,296.77,1455.17,1491.88,1498.93,1455.21,-5.5,121.75,-79.99,0,3784.1,7558,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,14.95,23.17,9.95,141.05,74.4,2614.3,283.21,285.18,296.19,296.75,1454.22,1491.5,1499.97,1455.49,-5.5,121.93,-80.48,0,3782.3,7559,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,14.95,23.17,9.89,141.05,74.9,2615.8,283.18,285.19,296.16,296.75,1453.37,1492.42,1501.64,1454.72,-5.5,122.05,-93.35,0.01,3780.6,7560,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15,23.17,10.01,141.05,74.99,2621,283.21,285.18,296.14,296.74,1453.88,1493.9,1502.04,1454.78,-5.5,122.1,-106.12,0.03,3778.7,7561,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,14.95,23.17,9.89,141.04,74.27,2617.8,283.23,285.19,296.15,296.74,1455.36,1494.03,1501.74,1456.2,-5.5,122.18,-122.57,0.03,3778.4,7562,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,15,23.17,9.92,141.04,75.41,2620.7,283.21,285.19,296.11,296.74,1454.93,1494.98,1501.46,1456.53,-5.5,122.22,-96.02,0.02,3778.3,7563,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15.05,23.17,9.93,141.04,74.71,2617.3,283.22,285.18,296.11,296.74,1454.2,1496.52,1500.46,1456.21,-5.5,122.23,-40.36,-0.01,3779,7564,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,15,23.17,9.95,141.04,74.6,2617.5,283.07,285.06,295.98,296.62,1453.79,1497,1499.77,1454.4,-5.5,122.09,5.4,0,3779.6,7565,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15.05,23.17,10.07,141.04,74.52,2616.8,283.19,285.17,296.07,296.73,1455.46,1496.73,1499.21,1454.07,-5.5,121.97,15.56,0,3779.9,7566,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15.05,23.13,10,141.05,74.66,2618.7,283.08,285.06,295.95,296.59,1458.12,1495.52,1499.16,1456.39,-5.5,121.85,15.99,-0.01,3780.5,7567,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,15.05,23.17,9.98,141.05,74.63,2617.7,283.2,285.17,296.06,296.66,1457.08,1494.99,1499.67,1457.63,-5.5,121.81,16.13,-0.01,3780.1,7568,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15.05,23.17,9.91,141.05,74.69,2617.4,283.1,285.06,295.94,296.53,1457,1495.45,1498.63,1457.85,-5.5,121.79,22.56,0,3780.2,7569,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15.05,23.13,9.92,141.05,75.24,2615.8,283.22,285.17,296.06,296.62,1456.06,1494.89,1497.38,1457.47,-5.5,121.75,16.31,0,3780.3,7570,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15,23.17,9.89,141.05,74.98,2615.6,283.21,285.18,296.06,296.63,1456.27,1493.56,1497.54,1457.35,-5.5,121.73,14.97,0,3780.1,7571,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15.05,23.17,9.91,141.05,74.79,2612.9,283.2,285.18,296.09,296.61,1455.59,1493.57,1498.7,1457.37,-5.5,121.79,15.93,-0.01,3780,7572,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15.05,23.17,9.88,141.05,74.32,2618.2,283.21,285.17,296.07,296.61,1454.71,1494.59,1499.85,1456.36,-5.5,121.75,-2.94,0,3779.6,7573,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15.05,23.17,10.01,141.05,74.89,2614.4,283.2,285.17,296.11,296.61,1455.7,1494.76,1500.21,1455.28,-5.5,121.69,-30.37,0,3780.3,7574,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,15.05,23.21,9.87,141.05,74.4,2614.4,283.18,285.16,296.07,296.61,1456.92,1496.09,1499.8,1453.93,-5.5,121.64,-47.1,0,3779.9,7575,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,15,23.21,9.87,141.04,75.23,2615.7,283.2,285.18,296.07,296.61,1456.76,1495.57,1500.13,1453.11,-5.5,121.66,-41.89,-0.01,3779.3,7576,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15,23.17,10.05,141.03,75.02,2622.5,283.17,285.16,296.08,296.61,1456.11,1494.18,1500.07,1451.92,-5.5,121.81,-17.85,0.01,3778.8,7577,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15,23.17,9.96,141.03,74.39,2615.9,283.16,285.16,296.06,296.61,1455.5,1493.41,1499.72,1451.42,-5.5,121.76,-36.94,0.01,3778.4,7578,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,15,23.17,9.98,141.03,74.69,2618.9,283.21,285.16,296.09,296.55,1455.76,1494.28,1499.72,1451.19,-5.5,121.66,-60.36,0.01,3778.3,7579,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15,23.17,9.98,141.03,74.06,2614,283.19,285.11,296.07,296.54,1455.62,1494.6,1499.49,1450.43,-5.5,121.69,-33.4,-0.02,3777.3,7580,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,15,23.17,10.01,141.03,75.14,2613.6,283.15,285.16,296.06,296.49,1455.13,1495.91,1500.78,1450.81,-5.5,121.69,2.53,0,3777.3,7581,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,15,23.17,10.01,141.04,75.16,2612.8,283.14,285.13,296.06,296.49,1453.63,1497.6,1500.62,1452.38,-5.5,121.69,21.3,0,3777.3,7582,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,15,23.17,9.92,141.05,74.95,2618.7,283.18,285.11,296.06,296.47,1453.33,1499.24,1500.37,1452.14,-5.5,121.69,22.39,0,3777.2,7583,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,14.95,23.17,9.92,141.06,75.12,2616.3,283.17,285.09,296.06,296.47,1453.34,1498.6,1499.74,1451.71,-5.5,121.59,3.72,0,3777.4,7584,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,14.95,23.17,9.87,141.07,74.78,2611.5,283.16,285.07,296.06,296.47,1454.01,1496.4,1498.67,1451.81,-5.5,121.63,12.97,-0.01,3777.2,7585,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,14.95,23.17,9.86,141.07,74.96,2617.2,283.15,285.05,296.05,296.47,1455.05,1496.01,1498.56,1451.68,-5.5,121.61,15.89,-0.01,3778.3,7586,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,14.95,23.17,9.91,141.07,74.8,2618.6,283.14,285.04,296.06,296.47,1454.67,1496.19,1498.83,1452.41,-5.5,121.64,7.9,0,3778.2,7587,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,14.93,23.13,9.91,141.06,74.9,2617.6,283.14,285.04,296.06,296.45,1453.95,1495.96,1500.3,1453.9,-5.5,121.69,-5.41,0.01,3777.9,7588,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,14.93,23.13,10.04,141.05,75.05,2620.4,283.26,285.16,296.18,296.56,1454.34,1495.24,1501.68,1455.29,-5.5,121.74,-19.06,0.01,3777.8,7589,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,14.93,23.13,9.96,141.05,74.43,2618.3,283.16,285.06,296.08,296.45,1453.3,1494.17,1500.78,1456.86,-5.5,121.76,-31.28,0.01,3777.9,7590,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,14.88,23.13,10.03,141.04,74.77,2615.9,283.14,285.04,296.06,296.41,1455.29,1493.97,1499.87,1456.4,-5.5,121.81,-16.96,0,3778.5,7591,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,14.88,23.07,9.96,141.05,75.01,2621.5,283.14,285.04,296.02,296.41,1456.12,1494.38,1500.63,1455.59,-5.5,121.76,9.04,0,3778,7592,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,14.93,23.13,9.98,141.05,75.08,2619.2,283.14,285.03,296.04,296.39,1456.56,1494.84,1501.82,1455.25,-5.5,121.73,28.29,0,3778.8,7593,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,14.88,23.13,9.99,141.05,74.34,2621.8,283.14,284.96,296.05,296.34,1457.11,1494.88,1502.28,1455.61,-5.5,121.55,25.53,0,3779.8,7594,c_28,23517,-1,17673,0
